0.995426257,7.946522873,6.411996944,8.759742657,9.536066559,7.530532841
3.188022396,6.770320849,1.796597595,7.699888397,0.81266444,4.777682626
6.139533523,7.362496803,6.210956632,1.400076795,3.538451709,6.353838187
5.337333346,5.178138468,4.907728026,2.422589625,6.330317205,1.365400015
9.827106751,3.767451482,8.153417395,0.103266316,1.411849835,6.431008767
3.328164539,9.816116546,8.71028446,6.345513828,7.657672226,9.691399295
4.000475751,2.411363828,4.7185327,0.809145509,7.159381697,9.397314103
8.350512321,6.40634846,7.534705273,7.788236967,8.85105219,1.840000263
0.145320045,6.528846868,8.347522962,6.834298811,1.539900961,5.901550034
1.373344175,9.850246695,4.288946023,9.201155734,8.959750604,5.191062844
